Entry,Name,Level,Health,Mana,Armor,Copper,Holy,Fire,Nature,Frost,Shadow,Arcane
8280,Shleipnarr,47,2698,0,2804,0,0,95,0,0,95,0
9987,Shoja'my Stable Master,30,1605,0,1179,0,0,0,0,0,0,0
3361,Shoma Weapon Vendor,30,1605,0,1179,0,0,0,0,0,0,0
6579,Shoni the Shilent,17,748,0,734,0,0,0,0,0,0,0
1216,Shore Crawler,18,413,0,998,0,0,0,0,0,0,0
5359,Shore Strider,49,2586,0,2912,269,0,0,0,0,0,0
14508,Short John Mithril,47,3184,0,2804,0,0,0,0,0,0,0
10611,Shorty Dwarven Mortar Team,10,413,0,463,0,0,0,0,0,0,0
4708,Shreev,39,2376,0,1808,0,0,0,0,0,0,0
15461,Shrieker Scarab,60,12208,0,3750,0,0,0,0,0,0,0
10463,Shrieking Banshee,58,8898,0,3396,610,0,0,0,0,0,0
4861,Shrike Bat,39,4377,0,1808,0,0,0,0,0,0,0
10367,Shrye Ragefist Food and Drink,55,26037,0,3234,752,0,0,0,0,0,0
10737,Shy-Rotam,60,14439,0,3750,0,0,0,0,0,0,10
5502,Shylamiir Herbalism Trainer,35,2016,0,1349,0,0,0,0,0,0,0
8665,Shylenai Owl Trainer,30,1605,0,1179,0,0,0,0,0,0,0
8020,Shyn Wind Rider Master,55,7423,0,3234,0,0,0,0,0,0,0
9986,Shyrka Wolfrunner Stable Master,30,1605,0,1179,0,0,0,0,0,0,0
7380,Siamese Cat,1,64,0,8,1,0,0,0,0,0,0
3407,Sian'dur Hunter Trainer,40,2471,0,1938,0,0,0,0,0,0,0
3403,Sian'tsu Shaman Trainer,40,2471,0,1938,0,0,0,0,0,0,0
10741,Sian-Rotam,60,13816,0,3750,0,0,0,0,0,0,0
12298,Sickly Deer,5,20,0,148,0,0,0,0,0,0,0
12296,Sickly Gazelle,3,14,0,44,0,0,0,0,0,0,0
2054,Sickly Refugee,20,432,490,836,34,0,0,0,0,0,0
2111,Sida,20,919,0,836,0,0,0,0,0,0,0
2749,Siege Golem,40,5527,0,2907,575,0,0,0,0,0,0
2860,Sigrun Ironhew,40,2471,0,1938,0,0,0,0,0,0,0
9981,Sikwa Stable Master,30,1605,0,1179,0,0,0,0,0,0,0
14823,Silas Darkmoon,61,9563,2486,4044,0,0,0,0,0,0,0
4572,Silas Zimmer,30,1605,0,1179,0,0,0,0,0,0,0
4089,Sildanair Warrior Trainer,40,2471,0,1938,0,0,0,0,0,0,0
15333,Silicate Feeder,55,5228,0,3234,0,0,0,0,0,0,0
3250,Silithid Creeper,21,557,0,872,0,0,0,0,0,0,0
5781,Silithid Creeper Egg,21,52,0,872,0,0,0,0,0,0,0
15752,Silithid Flayer,44,3564,0,2528,0,0,0,0,0,0,0
3251,Silithid Grub,20,485,0,1254,0,0,0,0,0,0,0
3253,Silithid Harvester,24,805,0,975,0,0,0,0,0,0,0
4133,Silithid Hive Drone,34,1276,0,1317,0,0,0,0,0,0,0
4131,Silithid Invader,35,1339,0,1349,0,0,0,0,0,0,0
3503,Silithid Protector,19,519,0,802,0,0,0,0,0,0,0
4132,Silithid Ravager,37,4295,0,1568,0,0,0,0,0,0,0
4130,Silithid Searcher,33,1216,0,1281,0,0,0,0,0,0,0
4196,Silithid Swarm,1,1,0,8,49,0,0,0,0,0,0
3252,Silithid Swarmer,22,608,0,906,0,0,0,0,0,0,0
16092,Silithis Teleporter,1,8,0,8,0,0,0,0,0,0,0
17090,Silithus Dust Turnin Quest Doodad,1,0,0,8,0,0,0,0,0,0,0
18199,Silithus Dust Turnin Quest Doodad Horde,1,0,0,8,0,0,0,0,0,0,0
3030,Siln Skychaser Shaman Trainer,50,3517,0,2966,0,0,0,0,0,0,0
922,Silt Crawler,41,1920,0,3111,0,0,0,0,0,0,0
11800,Silva Fil'naveth Darnassus Flight Master,55,3857,2790,3232,0,0,0,0,0,0,0
10089,Silvaria Pet Trainer,40,2471,0,1938,0,0,0,0,0,0,0
10949,Silver Hand Disciple,57,8519,0,3342,695,0,0,0,0,0,0
7381,Silver Tabby Cat,1,64,0,8,0,0,0,0,0,0,0
1558,Silverback Patriarch,43,2064,0,2369,0,0,0,0,0,0,0
2925,Silvermane Howler,46,2532,0,2750,0,0,0,0,0,0,0
2926,Silvermane Stalker,48,2846,0,2857,0,0,0,0,0,0,0
2924,Silvermane Wolf,44,2203,0,2528,0,0,0,0,0,0,0
7489,Silverpine Deathguard,40,3048,0,1938,0,0,0,0,0,0,10
15138,Silverpine Elite,55,5193,0,3234,269,0,0,0,0,0,0
14715,Silverwing Elite,55,8017,0,3234,0,0,0,0,0,0,0
15102,Silverwing Emissary,22,1042,0,906,37,0,0,0,0,0,0
12896,Silverwing Sentinel,23,678,0,940,43,0,0,0,0,0,0
12897,Silverwing Warrior,22,601,0,906,40,0,0,0,0,0,0
5564,Simon Tanner Expert Leatherworker,35,2016,0,1349,0,0,0,0,0,0,0
7324,Simone Cantrell Landscape Architect,45,2972,0,2695,0,0,0,0,0,0,0
14527,Simone the Inconspicuous,60,9298,12170,3748,0,0,0,0,0,0,0
14533,Simone the Seductress,60,12910,0,3750,743,0,0,0,0,0,0
729,Sin'Dall,37,1609,0,1568,0,0,0,0,0,0,0
3612,Sinda Leather Armor Merchant,20,166,0,836,0,0,0,0,0,0,0
10897,Sindrayl Hippogryph Master,55,7423,0,3234,0,0,0,0,0,0,0
335,Singe,24,1581,1545,815,149,0,0,0,0,0,0
4042,Singed Basilisk,26,765,0,1043,0,0,0,0,0,0,0
2600,Singer,34,2480,1007,1316,69,0,0,0,0,0,0
15007,Sir Malory Wheeler Arathi Basin Battlemaster,61,3200,0,4047,0,0,0,0,0,0,0
718,Sir S. J. Erlgadin,40,2471,0,1938,0,0,0,0,0,0,0
16063,Sir Zeliek,63,810000,0,4641,0,0,0,0,0,0,0
268,Sirra Von'Indi Historian of Darkshire,24,1172,0,975,0,0,0,0,0,0,0
7316,Sister Aquinne Novice Priestess,15,644,790,559,0,0,0,0,0,0,0
5785,Sister Hatelash,11,419,205,526,74,0,0,0,0,0,0
11794,Sister of Celebrian,47,6339,0,2804,436,0,0,69,0,0,0
5830,Sister Rathtalon,19,1129,1368,802,164,0,0,0,0,0,0
5930,Sister Riven,28,2130,1512,1110,277,0,70,0,0,0,0
11498,Skarr the Unbreakable,58,57420,0,3396,838,0,0,0,0,0,0
1789,Skeletal Acolyte,56,2966,2163,3287,145,0,0,0,0,0,0
10391,Skeletal Berserker,57,2951,0,3342,146,0,0,0,0,0,0
11195,Skeletal Black Warhorse,40,2172,0,1938,0,0,0,0,0,0,0
1787,Skeletal Executioner,55,3424,0,3234,158,0,0,0,0,0,0
531,Skeletal Fiend,25,710,0,1008,48,0,0,0,0,0,0
2454,Skeletal Fiend Enraged Form,1,400,0,8,0,0,0,0,0,0,0
1783,Skeletal Flayer,51,2978,0,3018,137,0,0,0,0,0,0
7341,Skeletal Frostweaver,38,3115,2763,1391,261,0,0,0,190,0,0
10390,Skeletal Guardian,56,2961,2163,3287,151,0,0,0,0,0,0
787,Skeletal Healer,27,699,1098,1078,50,0,0,0,0,0,0
11476,Skeletal Highborne,58,3702,0,3396,172,0,0,0,0,0,0
202,Skeletal Horror,24,661,0,975,45,0,0,0,0,0,0
203,Skeletal Mage,23,501,1443,786,40,0,0,0,0,0,0
623,Skeletal Miner,18,1243,0,768,105,0,0,0,0,0,0
8884,Skeletal Mount,1,64,0,8,0,0,0,0,0,0,0
1110,Skeletal Raider,28,891,0,1111,56,0,0,0,0,0,0
11547,Skeletal Scholomance Student,1,5000,0,8,0,0,0,0,0,0,0
8477,Skeletal Servant,32,719,0,1249,0,0,0,0,0,0,0
7340,Skeletal Shadowcaster,36,931,0,1456,159,0,0,0,0,0,0
16299,Skeletal Shocktrooper,60,4120,0,3750,0,0,0,0,0,0,0
16193,Skeletal Smith,61,49192,0,4047,2911,0,0,0,0,0,0
16422,Skeletal Soldier,7,137,0,230,0,0,0,0,0,0,0
1784,Skeletal Sorcerer,52,2446,1923,3072,127,0,0,0,0,0,0
7342,Skeletal Summoner,40,3874,2763,1590,276,0,0,0,0,0,0
1785,Skeletal Terror,54,3453,0,3180,181,0,0,0,0,0,0
16438,Skeletal Trooper,10,186,0,463,0,0,0,0,0,0,0
785,Skeletal Warder,29,763,811,1145,55,0,0,0,0,0,0
1788,Skeletal Warlord,57,8530,0,3342,586,0,0,0,0,0,0
48,Skeletal Warrior,22,570,0,906,40,0,0,0,0,0,0
6412,Skeleton,25,698,0,1008,0,0,0,0,0,0,0
7786,Skeleton of Zum'rah,35,607,0,1349,115,0,0,0,0,0,0
2452,Skhowl,36,4121,0,1456,83,0,0,0,0,0,0
15515,Skinner Jamani Heavy Leather Collector,56,5960,0,3289,0,0,0,0,0,0,0
4821,Skittering Crustacean,23,2010,0,940,0,0,0,0,0,0,0
5122,Skolmin Goldfury Bow Merchant,30,1605,0,1179,0,0,0,0,0,0,0
3052,Skorn Whitecloud,21,980,0,872,0,0,0,0,0,0,0
2789,Skuerto,36,2100,0,1456,0,0,0,0,0,0,0
10393,Skul,58,12983,8019,3836,1728,0,0,0,0,0,0
10479,Skulking Corpse,59,4612,0,3449,326,0,0,0,0,0,0
696,Skullsplitter Axe Thrower,40,1814,0,1938,91,0,0,0,0,0,0
784,Skullsplitter Beastmaster,42,1972,0,2218,105,0,0,0,0,0,0
783,Skullsplitter Berserker,44,2098,0,1896,107,0,0,0,0,0,0
781,Skullsplitter Headhunter,44,2130,0,2528,107,0,0,0,0,0,0
669,Skullsplitter Hunter,42,1936,0,2218,105,0,0,0,0,0,0
780,Skullsplitter Mystic,40,1399,1283,1937,83,0,0,0,0,0,0
756,Skullsplitter Panther,42,2082,0,2218,0,0,0,0,0,0,0
782,Skullsplitter Scout,42,1973,0,2218,105,0,0,0,0,0,0
11390,Skullsplitter Speaker Skullsplitter Troll Ambassador,61,21834,0,4047,0,0,0,0,0,0,0
672,Skullsplitter Spiritchaser,44,1702,1483,2527,97,0,0,0,0,0,0
667,Skullsplitter Warrior,40,1894,0,1938,91,0,0,0,0,0,0
670,Skullsplitter Witch Doctor,42,1793,1381,2216,94,0,0,0,0,0,0
3674,Skum,21,3906,0,872,0,0,0,0,0,0,0
7376,Sky Shadow,56,3785,0,3289,0,0,0,0,0,0,0
2521,Skymane Gorilla,50,2784,0,2966,0,0,0,0,0,0,0
2818,Slagg Superior Butcher,38,2284,0,1684,0,0,0,0,0,0,0
519,Slark,15,331,0,665,27,0,0,0,0,0,0
12263,Slaughterhouse Protector,58,16968,0,3396,1073,0,0,0,0,0,0
10116,Slave,1,64,0,8,0,0,0,0,0,0,0
8283,Slave Master Blackheart,50,2798,0,2966,134,0,0,0,0,0,0
5843,Slave Worker,47,2480,0,2804,123,0,0,0,0,0,0
9694,Slavering Ember Worg,54,3314,0,3180,0,0,0,0,0,0,0
1791,Slavering Ghoul,52,3081,0,3060,140,0,0,0,0,0,0
3862,Slavering Worg,19,1388,0,802,0,0,0,0,0,0,0
2764,Sleeby,40,1408,1283,1937,87,0,0,0,0,0,0
14635,Sleepy Dark Iron Worker,1,5000,0,8,0,0,0,0,0,0,0
15455,Slicky Gastronome Rainbow Fin Albacore Collector,56,807,0,3289,0,0,0,0,0,0,0
14946,Slidore's Gryphon,60,63325,0,3750,767,0,0,0,0,0,0
4971,Slim's Friend,34,1930,0,1317,109,0,0,0,0,0,0
8311,Slime Maggot,46,1620,0,2750,0,0,0,0,0,0,0
6020,Slimeshell Makrura,19,439,0,802,36,0,0,0,0,0,0
4714,Slitherblade Myrmidon,35,1338,0,1349,75,0,0,0,0,0,0
4711,Slitherblade Naga,33,1218,0,1281,70,0,0,0,0,0,0
4718,Slitherblade Oracle,35,1131,1067,1349,69,0,0,0,0,0,0
4715,Slitherblade Razortail,36,1466,0,1456,81,0,0,0,0,0,0
4719,Slitherblade Sea Witch,36,1206,1097,1455,73,0,0,0,0,0,0
4712,Slitherblade Sorceress,33,917,2457,1065,62,0,0,0,0,0,0
4716,Slitherblade Tidehunter,37,1255,1142,1567,74,0,0,0,0,0,0
4713,Slitherblade Warrior,34,1265,0,1317,74,0,0,0,0,0,0
1326,Sloan McCoy Poison Supplies,25,1240,0,1008,0,0,0,0,0,0,0
2475,Sloth,31,1684,0,1213,92,0,0,0,0,0,0
2479,Sludge,31,1684,0,1213,92,0,0,0,0,0,0
3295,Sludge Beast,19,449,0,802,0,0,0,0,0,0,0
16029,Sludge Belcher,62,81453,0,4344,0,0,0,0,0,0,0
14433,Sludginn,30,969,0,1179,0,0,0,0,0,0,0
2622,Sly Garrett Shady Goods,46,3077,0,2750,0,0,0,0,0,0,0
708,Small Crag Boar,3,74,0,33,0,0,0,0,0,0,0
11596,Smeed Scrabblescrew,45,2972,0,2695,0,0,0,0,0,0,0
4895,Smiling Jim,35,2016,0,1349,0,0,0,0,0,0,0
514,Smith Argus Journeyman Blacksmith,24,1172,0,975,0,0,0,0,0,0,0
13176,Smith Regzar,60,30871,0,3750,886,0,0,0,0,0,0
14737,Smith Slagtree Blacksmithing Supplies,45,2972,0,2695,0,0,0,0,0,0,0
11033,Smokey LaRue,55,4108,0,3234,0,0,0,0,0,0,0
8278,Smoldar,50,2768,0,2966,131,0,170,170,0,0,0
9267,Smolderthorn Axe Thrower,56,8003,0,3289,584,0,0,0,0,0,0
9268,Smolderthorn Berserker,58,8720,0,3396,610,0,0,0,0,0,0
9241,Smolderthorn Headhunter,57,8217,0,3342,603,0,0,0,0,0,0
9239,Smolderthorn Mystic,56,6088,2163,3287,495,0,0,0,0,0,0
9269,Smolderthorn Seer,57,6479,2241,3340,508,0,0,0,0,0,0
9265,Smolderthorn Shadow Hunter,57,6463,2241,3340,508,0,0,0,0,0,0
9240,Smolderthorn Shadow Priest,56,6444,2163,3287,489,0,0,0,0,0,0
9266,Smolderthorn Witch Doctor,57,6613,2241,3340,503,0,0,0,0,0,0
10598,Smolderweb Hatchling,1,64,0,11,1,0,0,0,0,0,0
6779,Smudge Thunderwood Poison Supplies,45,2972,0,2695,0,0,0,0,0,0,0
5786,Snagglespear,9,176,0,387,16,0,0,0,0,0,0
2914,Snake,1,8,0,11,0,0,0,0,0,0,0
2855,Snang Journeyman Tailor,24,1172,0,975,0,0,0,0,0,0,0
2408,Snapjaw,31,1193,0,1820,0,0,0,0,75,0,0
1152,Snapjaw Crocolisk,36,1464,0,1456,0,0,0,0,0,0,0
4822,Snapping Crustacean,24,2569,0,975,0,0,0,0,0,0,0
1383,Snarl Expert Blacksmith,31,1684,0,1213,0,0,0,0,0,0,0
5356,Snarler,42,2156,0,2218,0,0,100,100,100,100,100
14272,Snarlflare,18,354,1020,643,31,0,0,0,0,0,0
1948,Snarlmane,23,883,0,940,47,0,0,0,0,0,0
643,Sneed Lumbermaster,20,2240,0,836,70,0,0,0,0,0,0
642,Sneed's Shredder Lumbermaster,20,3855,0,836,262,0,0,0,0,0,0
5985,Snickerfang Hyena,50,3050,0,2966,0,0,0,0,0,0,0
16051,Snokh Blackspine,60,5607,7648,3748,0,0,0,0,0,0,0
5829,Snort the Heckler,17,341,0,734,0,0,0,0,0,0,0
1201,Snow Leopard,8,204,0,306,0,0,0,10,0,0,0
1138,Snow Tracker Wolf,7,138,0,230,0,0,0,0,0,0,0
11678,Snowblind Ambusher,53,3459,0,3128,305,0,0,0,0,0,0
10986,Snowblind Harpy,53,3305,0,3128,296,0,0,0,0,0,0
11675,Snowblind Windcaller,54,2682,0,3180,305,0,0,0,0,0,0
7560,Snowshoe Rabbit,20,42,0,836,0,0,0,0,0,0,0
7554,Snowy Owl,1,5000,0,8,0,0,0,0,0,0,0
4781,Snufflenose Gopher,1,64,0,8,1,0,0,0,0,0,0
12136,Snurk Bucksquick Zeppelin Master,45,2972,0,2695,0,0,0,0,0,0,0
8276,Soaring Razorbeak,41,2568,0,2074,0,0,0,0,0,0,0
5124,Sognar Cliffbeard Meat Vendor,30,1605,0,1179,0,0,0,0,0,0,0
10264,Solakar Flamewreath,60,24349,0,3750,1466,0,0,0,0,0,0
16427,Soldier of the Frozen Wastes,60,8900,0,3750,0,0,0,0,0,0,0
5099,Soleil Stonemantle Banker,45,5011,0,2695,0,0,0,0,0,0,0
14530,Solenor the Slayer,60,19193,0,7500,743,0,0,0,0,0,239
916,Solm Hargrin Rogue Trainer,5,166,0,111,0,0,0,0,0,0,0
798,Solomon,1,64,8681,7,0,0,0,0,0,0,0
12900,Somnus,62,38547,8343,3500,838,0,0,0,0,0,0
6144,Son of Arkkoroc,55,9113,0,3234,587,0,0,0,0,0,0
2529,Son of Arugal,25,2195,0,1008,176,0,0,0,0,0,0
4057,Son of Cenarius,25,760,0,1008,48,0,0,75,0,0,0
12143,Son of Flame,60,15260,0,3750,0,0,0,0,-93,0,0
11357,Son of Hakkar,60,15465,0,3750,0,0,2,2,2,2,2
5178,Soolie Berryfizz Alchemy Supplies,30,1605,0,1179,0,0,0,0,0,0,0
3320,Soran Banker,45,2972,0,2695,0,0,0,0,0,0,0
3850,Sorcerer Ashcrombe,18,1047,2040,964,108,0,0,0,0,0,0
3354,Sorek Warrior Trainer,50,3517,0,2966,0,0,0,0,0,0,0
8204,Soriid the Devourer,50,2768,0,2966,0,0,0,0,0,0,0
858,Sorrow Spinner,37,1529,0,1568,0,0,0,0,0,0,0
5928,Sorrow Wing,27,2400,0,1078,0,0,0,0,0,0,0
16102,Sothos,60,16000,36510,4538,4568,0,0,0,0,0,0
16429,Soul Weaver,60,70000,0,3750,0,0,0,0,0,0,0
11359,Soulflayer,61,44390,0,4047,0,0,0,0,0,0,0
1794,Soulless Ghoul,55,2765,2117,3232,139,0,0,0,0,0,0
2544,Southern Sand Crawler,41,1940,0,3111,0,0,0,0,0,0,0
3381,Southsea Brigand,13,273,0,596,22,0,0,0,0,0,0
3382,Southsea Cannoneer,14,305,0,630,24,0,0,0,0,0,0
3383,Southsea Cutthroat,15,298,0,665,25,0,0,0,0,0,0
7857,Southsea Dock Worker,45,2474,0,2695,111,0,0,0,0,0,0
7856,Southsea Freebooter,45,2345,0,2695,111,0,0,0,0,0,0
15685,Southsea Kidnapper,45,2218,0,2695,0,0,0,0,0,0,0
7855,Southsea Pirate,45,2413,0,2695,111,0,0,0,0,0,0
3384,Southsea Privateer,15,335,0,665,26,0,0,0,0,0,0
7858,Southsea Swashbuckler,45,2371,0,2695,111,0,0,0,0,0,0
2435,Southshore Crier,32,1764,0,1249,97,0,0,0,0,0,0
2386,Southshore Guard,55,3330,0,3234,0,0,0,0,0,0,0
15415,Southshore Stink Bomb Counter,1,64,0,8,1,0,0,0,0,0,0
3413,Sovik Engineering Supplies,30,1605,0,1179,0,0,0,0,0,0,0
5520,Spackle Thornberry Demon Trainer,40,2471,3191,1590,0,0,0,0,0,0,0
9272,Spark Nilminer Marshal Expeditions,45,2972,0,2695,0,0,0,0,0,0,0
4144,Sparkleshell Borer,33,1219,0,1281,0,0,0,0,0,0,0
4143,Sparkleshell Snapper,35,1335,0,3372,0,0,0,0,0,0,0
4142,Sparkleshell Tortoise,31,1101,0,1213,0,0,0,0,0,0,0
9436,Spawn of Bael'Gar,50,3122,0,2966,215,0,0,0,0,0,0
15630,Spawn of Fankriss,63,33239,0,4641,0,0,0,0,0,0,0
5708,Spawn of Hakkar,51,6955,0,3018,0,0,0,0,0,0,0
15041,Spawn of Mar'li,60,5934,0,3750,286,0,0,0,0,0,0
2,Spawnpoint GM Visual,63,9999,0,4641,1110,0,0,0,0,0,0
16423,Spectral Apparition,7,137,0,230,0,0,0,0,0,0,0
16066,Spectral Assassin,60,1526,0,3750,0,0,0,0,0,0,0
11873,Spectral Attendant,60,3305,2434,3748,159,0,0,0,0,0,0
11288,Spectral Betrayer,57,4356,0,3342,0,0,0,0,0,0,0
10384,Spectral Citizen,56,5343,0,3289,456,0,168,168,168,168,168
11621,Spectral Corpse,57,4356,0,3342,0,0,0,0,0,0,0
16148,Spectral Deathknight,62,16185,0,4344,0,0,0,0,0,0,0
11289,Spectral Defender,57,4356,0,3342,0,0,0,0,0,0,0
16149,Spectral Horse,63,39500,12000,3736,0,0,0,0,0,0,0
11620,Spectral Marauder,57,4356,0,3342,0,0,0,0,0,0,0
11263,Spectral Projection,60,2322,0,3750,307,0,0,0,0,0,0
10499,Spectral Researcher,60,7525,7302,3748,540,0,0,0,0,0,0
16150,Spectral Rider,63,9993,0,4641,0,0,0,0,0,0,0
16298,Spectral Soldier,1,300,0,8,0,0,0,0,0,0,0
16437,Spectral Spirit,10,112,0,463,0,0,0,0,0,0,0
16093,Spectral Stalker,60,881,2434,3025,0,0,0,0,0,0,0
10500,Spectral Teacher,61,7500,7458,4044,563,0,0,0,0,0,0
16127,Spectral Trainee,63,19500,7458,4637,0,0,0,0,0,0,0
10498,Spectral Tutor,60,7238,7302,3748,546,0,0,0,0,0,0
16547,Speedy,1,64,53,5,2,0,0,0,0,0,0
10661,Spell Eater,56,3683,0,3289,164,0,0,0,56,0,168
10662,Spellmaw,56,16718,0,3289,1013,0,0,0,168,0,0
13533,Spewed Larva,47,6941,0,2804,0,0,0,0,0,0,0
14881,Spider,1,64,0,11,0,0,0,0,0,0,0
7408,Spigot Operator Luglunket Gadgetzan Water Co.,40,2471,0,1938,0,0,0,0,0,0,0
15072,Spike,1,64,0,11,0,0,0,0,0,0,0
6503,Spiked Stegodon,54,7576,0,3180,0,0,0,0,0,0,0
3814,Spined Crawler,21,537,0,1308,0,0,0,0,0,0,0
10177,Spire Scarab,58,3913,0,3396,296,0,0,0,0,0,0
9701,Spire Scorpid,58,3866,0,3396,286,0,0,0,0,0,0
10374,Spire Spider,58,8336,0,3396,0,0,0,0,0,0,0
10375,Spire Spiderling,56,2598,0,3289,0,0,0,0,0,0,0
9218,Spirestone Battle Lord,58,17271,0,3396,1609,0,0,0,0,0,0
9197,Spirestone Battle Mage,58,11435,11445,3394,738,0,0,0,0,0,0
9219,Spirestone Butcher,57,14893,0,3342,1606,0,0,0,0,0,0
9199,Spirestone Enforcer,55,13026,0,3234,842,0,0,0,0,0,0
9217,Spirestone Lord Magus,58,14100,13734,3394,1360,0,0,0,0,0,0
9198,Spirestone Mystic,58,9298,10815,3394,734,0,0,0,0,0,0
9201,Spirestone Ogre Magus,55,10398,10585,3232,681,0,0,0,0,0,0
9200,Spirestone Reaver,56,13426,0,3289,845,0,0,0,0,0,0
9216,Spirestone Warlord,58,14421,0,3396,905,0,0,0,0,0,0
6491,Spirit Healer,60,7680,0,3750,0,0,0,0,0,0,0
15481,Spirit of Azuregos,63,5000,0,4641,0,0,0,0,0,0,0
16776,Spirit of Blaumeux,63,937,0,4641,0,0,0,0,0,0,0
12239,Spirit of Gelk The Second Kahn,42,5125,0,2218,0,0,0,0,0,0,0
16103,Spirit of Jarien,60,4700,36510,3025,0,0,0,0,0,0,0
15061,Spirit of Jin'do,1,64,0,8,1,0,0,0,0,0,0
7729,Spirit of Kirith,55,10456,0,3234,689,0,0,0,0,0,0
12240,Spirit of Kolk The First Kahn,43,5326,0,2369,0,0,0,0,0,0,0
16778,Spirit of Korth'azz,63,937,0,4641,0,0,0,0,0,0,0
16073,Spirit of Lord Valthalak,63,119925,2620,3736,0,0,0,0,0,0,0
12241,Spirit of Magra The Third Kahn,43,5326,0,2369,0,0,0,0,0,0,0
12242,Spirit of Maraudos The Fourth Kahn,46,5706,0,2750,0,0,0,0,0,0,0
3289,Spirit of Minshina,11,456,0,528,13,0,0,0,0,0,0
16775,Spirit of Mograine The Ashbringer,63,6920,0,4641,0,0,0,0,0,0,0
16449,Spirit of Naxxramas,61,71256,0,4047,10432,0,0,0,0,0,0
2623,Spirit of Old,33,1846,0,1281,103,0,0,0,0,0,0
12904,Spirit Of Redemption,60,3857,0,3750,318,0,0,0,0,0,0
7411,Spirit of Sathrah,12,500,0,562,14,0,0,0,0,0,0
16104,Spirit of Sothos,60,4900,36510,4538,0,0,0,0,0,0,0
16701,Spirit of Summer,1,8,0,8,0,0,0,0,0,0,0
16379,Spirit of the Damned,61,7860,0,4047,0,0,0,0,0,0,0
11141,Spirit of Trey Lightforge,53,5958,0,3128,604,0,0,0,0,0,0
12243,Spirit of Veng The Fifth Kahn,47,6163,0,2804,0,0,0,0,0,0,0
16777,Spirit of Zeliek,63,937,0,4641,0,0,0,0,0,0,0
15261,Spirit Shade,60,3857,0,3750,318,0,0,0,0,0,0
15363,Spirit Totem,35,2016,300,1124,115,0,0,0,0,0,0
3524,Spirit Wolf,1,5000,0,8,0,0,0,0,0,0,0
8299,Spiteflayer,52,4444,0,3060,0,0,0,0,0,0,0
10388,Spiteful Phantom,59,2000,0,3449,305,0,0,0,0,0,0
7885,Spitelash Battlemaster,54,3733,0,3180,157,0,0,0,0,0,0
7886,Spitelash Enchantress,55,3467,2117,3232,136,0,0,0,0,0,0
6196,Spitelash Myrmidon,51,2969,0,3018,143,0,0,0,0,0,0
12204,Spitelash Raider,49,2401,0,4368,207,0,0,0,0,0,0
6193,Spitelash Screamer,48,3063,0,2857,125,0,0,0,0,0,0
6194,Spitelash Serpent Guard,49,2521,1750,4365,113,0,0,0,0,0,0
6195,Spitelash Siren,52,2896,1923,3072,124,0,0,0,0,0,0
6190,Spitelash Warrior,47,2583,0,2804,124,0,0,0,0,0,0
12205,Spitelash Witch,50,2104,0,2966,215,0,0,0,0,0,0
15462,Spitting Scarab,60,12204,0,3750,0,0,0,0,0,0,0
1487,Splinter Fist Enslaver,31,1107,0,1213,65,0,0,0,0,0,0
891,Splinter Fist Fire Weaver,27,659,1812,900,48,0,0,0,0,0,0
1251,Splinter Fist Firemonger,29,736,2068,957,54,0,0,0,0,0,0
889,Splinter Fist Ogre,26,782,0,1043,52,0,0,0,0,0,0
892,Splinter Fist Taskmaster,28,888,0,1111,56,0,0,0,0,0,0
212,Splinter Fist Warrior,30,996,0,1179,61,0,0,0,0,0,0
7345,Splinterbone Captain,40,4874,0,1938,348,0,0,0,0,0,0
7346,Splinterbone Centurion,39,1776,0,1808,90,0,0,0,0,0,0
7343,Splinterbone Skeleton,35,304,0,1349,0,0,0,0,0,0,0
7344,Splinterbone Warrior,38,1638,0,2526,89,0,0,0,0,0,0
10478,Splintered Skeleton,60,9220,0,3750,643,0,0,0,0,0,0
12903,Splintertree Guard,40,2866,0,1938,0,0,0,0,0,0,0
12859,Splintertree Raider,22,540,0,906,0,0,0,0,0,0,0
15309,Spoops,1,64,0,8,0,0,0,0,0,0,0
16286,Spore,60,305,0,3750,0,0,0,0,0,0,0
4950,Spot,20,919,0,836,0,0,0,0,0,0,0
15631,Spotlight,1,100,0,8,0,0,0,0,0,0,0
7687,Spotted Frostsaber,1,64,53,7,2,0,0,0,0,0,0
7559,Spotted Rabbit,1,5000,0,8,0,0,0,0,0,0,0
10805,Spotter Klemmy,6,196,0,165,0,0,0,0,0,0,0
9997,Spraggle Frock Marshal Expeditions,37,2192,2861,1300,0,0,0,0,0,0,0
5174,Springspindle Fizzlegear Artisan Engineer,45,2972,0,2695,0,0,0,0,0,0,0
7583,Sprinkle,30,1605,2175,984,0,0,0,0,0,0,0
5278,Sprite Darter,45,1766,1534,2692,99,0,70,70,70,70,0
9662,Sprite Darter Hatchling,1,64,0,8,1,0,0,0,0,0,0
5276,Sprite Dragon,48,2034,1807,2855,114,0,77,77,77,77,0
11026,Sprite Jumpsprocket Journeyman Engineer,24,1172,0,975,0,0,0,0,0,0,0
2594,Sprogger,37,2192,0,1568,0,0,0,0,0,0,0
8320,Sprok Away Team,28,1454,0,1111,0,0,0,0,0,0,0
3442,Sputtervalve Tinkers' Union,15,644,0,665,0,0,0,0,0,0,0
12137,Squibby Overspeck Zeppelin Master,45,2972,0,2695,0,0,0,0,0,0,0
14270,Squiddic,19,532,0,802,35,0,0,0,0,0,0
